Num	Phrase	Translation
311	你有吗？	[['Do you have one?', 16547.0], ['Do you have some?', 10061387.0], ['Do you have any?', 5328742.0]]
312	你的东西在哪里?	[['Where are your things?', 17110.0]]
313	我很好。	[["I'm fine.", 257272.0]]
314	他是老师吗?	[['Is he a teacher?', 300638.0]]
315	他来看我了。	[['He came to see me.', 297579.0]]
316	这是我女儿。	[['This is my daughter.', 61484.0]]
317	你儿子几岁?	[['How old is your son?', 436251.0]]
318	没有椅子坐。	[["There's no chair to sit upon.", 243640.0]]
319	我在星期日不工作。	[['Sunday is not a workday for me.', 281841.0]]
320	我有了吗？	[['Am I pregnant?', 434202.0]]
321	天气好冷。	[["It's freezing.", 52011.0]]
322	我妈妈很漂亮。	[['My mother is beautiful.', 250277.0]]
323	请写下你的名字。	[['Please write down your name.', 70355.0]]
324	我朋友都叫我Beth。	[['My friends call me Beth.', 324421.0]]
325	来一下！	[['Come here!', 5295840.0]]
326	下午好。	[['Good afternoon.', 499689.0]]
327	我想你。	[['I missed you.', 407574.0]]
328	他在20岁的时候写了这本书。	[['He wrote this book at the age of twenty.', 288476.0]]
329	我爱上了她。	[['I fell in love with her.', 308938.0]]
330	零在一前面。	[['Zero comes before one.', 682520.0]]
331	他是我的菜!	[['He is my type!', 284379.0]]
332	没有人听我的。	[['No one listened to me.', 817944.0]]
333	这里，现在。	[['Here and now.', 3527401.0]]
334	我们去学校学习。	[['We go to school to study.', 249354.0]]
335	我不是学生。	[["I'm not a student.", 258994.0], ['I am not a student.', 1354298.0]]
336	不，我没去。	[["No， I didn't go.", 516735.0]]
337	那是很大的。	[["That's very big.", 450005.0]]
338	那是一本书。	[["That's a book.", 515535.0]]
339	昨天下雨了。	[['It rained yesterday.', 63300.0]]
340	我会做的。	[["I'll do it.", 433474.0], ['I will do it.', 2861785.0]]
341	你是日本人吗？	[['Are you Japanese?', 515572.0], ['Are you Japanese?', 515572.0]]
342	我不想一个人住。	[["I don't want to live alone.", 662603.0]]
343	她八十一岁了。	[['She turned eighty-one.', 388583.0]]
344	他爱她。	[['He loves her.', 394633.0]]
345	我爱电影。	[['I love movies.', 521657.0]]
346	我不认识她。	[["I don't know her.", 387602.0]]
347	这些是你的东西吗？	[['Are these your things?', 442733.0]]
348	这里有一本书。	[['Here is a book.', 61725.0], ["There's a book here.", 515536.0]]
349	那是你的书。	[['That is your book.', 67105.0]]
350	你会做什么？	[['What will you make?', 511883.0]]
351	她是我的同学。	[["She's my classmate.", 321453.0]]
352	你怎么样？	[['How about you?', 16491.0]]
353	那你呢?	[['How about you?', 16491.0]]
354	我认识他。	[['I know him.', 71751.0]]
355	你喜欢吗？	[['Do you like it?', 433500.0]]
356	我在他后面。	[["I'm behind him.", 403370.0]]
357	那些狗都很大。	[['Those dogs are big.', 67020.0]]
358	她在做什么？	[["What's she doing?", 388890.0]]
359	请坐下。	[['Please sit down.', 415594.0]]
360	他喜欢看电视。	[['He likes to watch TV.', 291890.0], ['He likes watching TV.', 388834.0]]
361	我不喜欢电影。	[["I don't like movies.", 419109.0]]
362	这些狗很大。	[['These dogs are big.', 55306.0]]
363	这是你的书。	[['This is your book.', 55976.0], ['Here is your book.', 70392.0]]
364	我不喜欢她。	[["I don't like her.", 261041.0]]
365	那太好了，不是吗？	[["That's good， isn't it?", 435579.0]]
366	我来了。	[['I am coming.', 65918.0], ['I came.', 453551.0], ['I came.', 453551.0]]
367	我在这里吃。	[['I eat here.', 449105.0]]
368	你做什么？	[['What are you doing?', 16492.0], ['What do you make?', 511884.0]]
369	我好高兴。	[["I'm so happy.", 321673.0], ["I'm very happy.", 255245.0], ['I am very happy.', 2811840.0]]
370	我会很高兴看见你。	[['I would so love to see you.', 826782.0]]
371	现在几点？10点。	[['What time is it now? "It\'s 10 o\'clock."', 826485.0]]
372	你能来吗？	[['Can you come?', 38302.0]]
373	天气怎么样？	[["What's the weather like?", 442070.0], ['What is the weather like?', 5205265.0], ["What's the weather like?", 442070.0], ["How's the weather?", 36584.0], ['How is the weather?', 64158.0]]
374	有人在叫你。	[['Someone is calling you.', 40469.0]]
375	你买了什么？	[['What did you buy?', 24674.0]]
376	你是她的女儿。	[["You're her daughters.", 20098.0]]
377	我能看那个吗？	[['Can I see that one?', 66995.0]]
378	明天他会回来。	[['He will be back tomorrow.', 304103.0]]
379	我不是个老师。	[['I am not a teacher.', 259070.0]]
380	昨天他喝了很多。	[['He drank a lot yesterday.', 435643.0]]
381	你没有钱吗？	[["Don't you have any money?", 409018.0]]
382	我能看看这个吗？	[['Can I see this one?', 54971.0]]
383	我很喜欢电影。	[['I like movies a lot.', 521656.0]]
384	我爱上她了。	[["I'm in love with her.", 394631.0]]
385	我想去那里。	[['I wanted to go there.', 29011.0], ['I want to go there.', 2011409.0]]
386	今天很热，不是吗?	[["It's hot today， isn't it?", 242884.0]]
387	不，我没写。	[["No， I didn't write it.", 516734.0]]
388	这是我的CD，不是吗？	[["It's my CD， isn't it?", 433737.0]]
389	她有一点钱。	[['She had a little money.', 315020.0]]
390	我不会再见她。	[["I won't see her again.", 394803.0]]
391	我下个月会来看你。	[["I'll see you next month.", 325025.0]]
392	她没有很多钱。	[["She didn't have much money.", 312185.0]]
393	你能请个医生来吗？	[['Could you call a doctor， please?', 27899.0]]
394	你在这里做什么？	[['What are you doing here?', 61908.0]]
395	你想喝点什么吗？	[['Would you like to drink anything?', 25196.0], ['Would you like a drink?', 435197.0], ['Do you want to drink anything?', 3871322.0], ['Would you like something to drink?', 1504.0], ['Do you want something to drink?', 64760.0], ['Would you like anything to drink?', 431583.0], ['Would you care for something to drink?', 36311.0], ['Do you want a drink?', 562850.0]]
396	我现在很高兴。	[["I'm very happy now.", 241700.0]]
397	他昨天来看你。	[['He came to see you yesterday.', 283672.0]]
398	天气冷了。	[['The weather is cold now.', 841847.0], ['The weather is getting cold.', 3703616.0]]
399	她是医生了。	[["She's a doctor now.", 841852.0]]
400	苹果买不了了！	[["You can't buy apples any more!", 841873.0], ['Apples have sold-out!', 841874.0]]
401	她和我是同学。	[['She and I are classmates.', 321410.0]]
402	你昨天去哪里了？	[['Where did you go yesterday?', 63281.0]]
403	我们叫我们的狗Johnnie。	[['We call our dog Johnnie.', 65561.0]]
404	有很多人。	[['There were lots of people.', 275545.0]]
405	这不是钱。	[["This isn't money.", 1048420.0]]
406	我不喝水。	[["I don't drink water.", 1496058.0]]
407	我在学校读书。	[['I study at school.', 256661.0]]
408	她是昨天去的。	[['It was yesterday that she went.', 844451.0]]
409	我能些吃的东西吗？	[['Can I have something to eat?', 25071.0]]
410	今天天气怎么样？	[["What's the weather like today?", 687484.0], ["How's the weather today?", 6106242.0]]
411	请你写下来好吗？	[['Could you write it down， please?', 267129.0]]
412	她现在不在家。	[["She isn't at home now.", 388866.0]]
413	你在看什么？	[['What are you looking at?', 16256.0], ['What are you staring at?', 16662.0], ['What are you reading?', 24676.0], ['What are you looking at?', 16256.0], ["What're you looking at?", 2645646.0], ['What are you reading?', 24676.0], ["What're you reading?", 2548014.0], ['What are you watching?', 1841548.0], ['What are you reading right now?', 7033260.0], ["What're you watching?", 2547474.0]]
414	你想去吗？	[['Would you like to go?', 69445.0], ['Do you want to go there?', 2011853.0]]
415	你有多少钱？	[['How much money do you have?', 64597.0], ['How much money have you got?', 2915906.0], ['How much money do you have?', 64597.0], ['How much money have you got?', 2915906.0]]
416	你有多少本书？	[['How many books do you have?', 16254.0]]
417	我昨天都没读书。	[["I didn't study at all yesterday.", 257788.0]]
418	他不会听我的。	[['He will not listen to me.', 291954.0]]
419	我喜欢狗和猫。	[['I like both dogs and cats.', 28947.0]]
420	昨天不是很冷。	[['It was not very cold yesterday.', 244476.0]]
421	这些钱都不是你的。	[['None of the money is yours.', 50597.0]]
422	她昨天去了医院。	[['She went to the hospital yesterday.', 313808.0]]
423	我昨天去了医院。	[['I went to the hospital yesterday.', 244671.0]]
424	你不吃没关系。	[["It's OK not to eat it.", 435766.0]]
425	今天下午天气会很好。	[['It will be fine this afternoon.', 242537.0]]
426	我明天会来看你。	[["I'm coming to see you tomorrow.", 323474.0]]
427	我昨天住在他家。	[['I stayed at his place yesterday.', 244534.0]]
428	我妈妈很喜欢茶。	[['My mother likes tea very much.', 251830.0], ['My mum likes tea very much.', 758894.0]]
429	我在中国学习了十个月了。	[["I've been studying in China for ten months.", 858900.0]]
430	我看见他在看我。	[['I saw him looking at me.', 283746.0]]
431	我想看医生。	[["I'd like to see a doctor.", 28045.0]]
432	我是Alan Tate，Terry Tate的儿子。	[["I'm Alan Tate， Terry Tate's son.", 253030.0]]
433	我明天会回日本。	[["I'll come back to Japan tomorrow.", 261943.0]]
434	我去学校。	[['I go to school.', 472089.0], ['I go to school.', 472089.0]]
435	你很漂亮。	[["You're very pretty.", 863589.0]]
436	她很漂亮，不是吗？	[["She is very pretty， isn't she?", 311742.0]]
437	你和我是好朋友。	[['You and I are good friends.', 17588.0]]
438	你是医生吗？	[['Are you a doctor?', 502228.0]]
439	我一点钱都没有。	[["I don't have any money.", 433614.0], ['I have no money at all.', 1539907.0]]
440	我很好，谢谢。	[["I'm very well， thank you.", 868568.0]]
441	没有人在家。	[["There wasn't anybody in the house.", 24161.0]]
442	你想做什么？	[['What do you want to do?', 24759.0]]
443	你想吃点东西吗？	[['Would you like to eat something?', 450089.0], ['Would you like something to eat?', 1830481.0], ['Do you feel like eating something?', 2298867.0], ['Do you want something to eat?', 1799703.0], ['Do you want to eat something?', 2385314.0], ['Do you want to eat anything?', 1801132.0], ['Do you want anything to eat?', 69619.0]]
444	你不会来，是吗？	[['You are not coming， are you?', 237634.0], ["You're not coming， are you?", 2713251.0], ["You aren't coming， are you?", 6898313.0]]
445	你的狗怎么了？	[["What's become of your dog?", 17244.0], ["What's wrong with your dog?", 3426105.0]]
446	我们认识他。	[['We know him.', 262783.0]]
447	我现在想回家了。	[['I would like to go home now.', 39487.0]]
448	你想去哪里?	[['Where do you want to go?', 38104.0]]
449	你爸爸什么时候回家？	[['When did your father come home?', 64078.0]]
450	他想在医院工作。	[['He wants to work in a hospital.', 303089.0]]
451	我明天不会去学校。	[['I will not go to school tomorrow.', 261934.0]]
452	他是我们学校的老师。	[['He is a teacher at our school.', 297391.0]]
453	我不是很喜欢那里的商店。	[["I don't really like the stores there.", 31122.0]]
454	他喝很少的水。	[['He drank very little of the water.', 291072.0]]
455	我想吃	[['I would like to eat.', 895907.0]]
456	我想去看电影。	[['I feel like going to the movies.', 256163.0], ["I'd like to go to the movies.", 26447.0]]
457	我是谁？	[['Who am I?', 259378.0]]
458	她是你妈妈吗?	[['Is she your mother?', 310268.0]]
459	我在哪里？	[['Where am I?', 255212.0]]
460	我听你的。	[['I heard you.', 885698.0]]
461	我想买点东西吃。	[['I want to buy something to eat.', 256365.0]]
462	我想现在喝冷的东西。	[['I want something cold to drink now.', 321814.0]]
463	她现在八十一岁了。	[['She is now eighty-one years old.', 388584.0]]
464	你喜欢下雨吗？	[['Do you like rain?', 434604.0], ['Do you like rain?', 434604.0]]
465	我妈妈现在在医院。	[['My mother is in the hospital now.', 320717.0]]
466	爸爸回家了。	[['Father came home.', 318837.0]]
467	我想家了。	[['I feel homesick.', 33712.0]]
468	你不会来我家吗?	[["Won't you come over to my place?", 65597.0]]
469	爱是什么？	[['What is love?', 515085.0], ["What's love?", 9359671.0]]
470	她不是医生吗？	[["Isn't she a doctor?", 312528.0]]
471	Luke，我是你的爸爸。	[['Luke， I am your father.', 857305.0]]
472	Luke，我是你的儿子。	[['Luke， I am your son.', 917764.0]]
473	昨天我买了这个。	[['I bought this yesterday.', 54958.0]]
474	我很高兴我在那里。	[["I'm glad I was there.", 254082.0]]
475	Felicja喜欢看电视。	[['Felicja enjoys watching TV.', 919640.0], ['Felicja likes to watch TV.', 1264964.0]]
476	对不起，她不在这里。	[["I'm sorry she's not here.", 308014.0]]
477	我昨天去看了电影。	[['I went to see the movies yesterday.', 257754.0]]
478	我喜欢去学校	[['I like to go to school.', 922269.0]]
479	我是个老师。	[["I'm a teacher.", 256929.0], ['I am a teacher.', 259069.0]]
480	你是我的朋友。	[['You are my friend.', 370562.0], ["You're my friend.", 1895595.0]]
481	你喝了什么？	[['What did you drink?', 619660.0], ['What were you drinking?', 4498171.0]]
482	我买了一本书。	[['I bought a book.', 256043.0]]
483	她认识你吗？	[['Does she know you?', 313373.0]]
484	这狗是我的。	[['This dog is mine.', 983943.0]]
485	他有太多书。	[['He has too many books.', 302096.0]]
486	你喜欢中国吗？	[['Do you like China?', 1020310.0]]
487	你读了那本书吗？	[["You've already read the book?", 894811.0]]
488	我是老师。	[["I'm a teacher.", 256929.0], ['I am a teacher.', 259069.0]]
489	他没有很多钱。	[["He doesn't have much money.", 1060022.0]]
490	有很多钱。	[['There is a lot of money.', 18597.0]]
491	是Edward。	[['This is Edward.', 1076011.0]]
492	今天很冷。	[["It's cold today.", 242809.0]]
493	认识你很高兴	[['Very happy to meet you.', 1159691.0]]
494	他喜欢中国吗?	[['Does he like China?', 1098265.0]]
495	是吗？	[['Is that so?', 1120776.0]]
496	这是猫吗？	[['Is that a cat?', 67092.0]]
497	你一个人吗？	[['Are you alone?', 399354.0]]
498	他会来的。	[['He will come.', 304552.0]]
499	我今天不想工作。	[["I don't want to work today.", 1140505.0]]
500	明天是星期六吗？	[['Will it be Saturday tomorrow?', 852079.0], ['Is tomorrow Saturday?', 1163476.0]]
501	他在看书。	[['He is reading a book.', 296638.0], ['He is reading.', 1530689.0], ['He reads a book.', 2132744.0], ["He's reading.", 3128075.0], ['He reads.', 8475538.0]]
502	你是学生。	[['You are a student.', 1163562.0], ['You are a student.', 1163562.0], ["You're a student.", 10048125.0]]
503	你喜欢学校吗?	[['Do you like school?', 1098292.0]]
504	你认识她吗？	[['Do you know her?', 317616.0]]
505	她是日本人。	[['She is Japanese.', 1163570.0]]
506	她在家吗?	[['Is she at home?', 312846.0], ['Is she home?', 10024550.0]]
507	他喜欢这本书。	[['He likes this book.', 1098286.0]]
508	他在医院。	[['He is in hospital.', 378501.0], ["He's in the hospital.", 1305753.0], ["He's in hospital.", 1496929.0]]
509	我会想你。	[["I'll miss you.", 71632.0]]
510	这些书和衣服都是你的。	[['These books and clothes are all yours.', 1171783.0]]
511	在这里吗？	[['Is it here?', 1213514.0]]
512	很好看。	[['Looks really nice.', 322160.0]]
513	今天是星期日。	[['Today is Sunday.', 63119.0]]
514	她是Betty。	[['She is Betty.', 312150.0]]
515	你爱读书吗？	[['Do you like to study?', 70275.0]]
516	昨天天气冷吗？	[['Was it cold yesterday?', 244510.0]]
517	叫Ishmael。	[['Call Ishmael.', 1074934.0]]
518	我的爸爸现在不在家。	[['My dad is not home at the moment.', 453910.0]]
519	你喜欢做菜吗？	[['Do you like cooking?', 953202.0]]
520	有人在吃东西。	[['Somebody is eating.', 1120818.0]]
521	昨天我去了那里。	[['I went there yesterday.', 257721.0]]
522	我不爱你。	[["I don't love you.", 1213414.0]]
523	请坐！	[['Please sit down!', 1222430.0]]
524	读！	[['Read!', 1157647.0]]
525	我喜欢吃。	[['I like to eat.', 773320.0]]
526	有好多学生都没来学校。	[['A great many students were absent from school.', 275777.0]]
527	我不喜欢大狗。	[["I don't like big dogs.", 1245327.0]]
528	我的医生叫什么名字？	[["What's the name of my doctor?", 687468.0]]
529	我和他是朋友。	[["I'm friends with him.", 1283961.0], ['Me and him are friends.', 1283963.0]]
530	下雨吗？	[['Is it raining?', 1289095.0]]
531	谁来了？	[['Who has come?', 980780.0], ['Who came?', 2203607.0]]
532	我认识了他有十年了。	[["I've known him for ten years.", 1305932.0]]
533	你是不是想坐下？	[['Do you want to sit down?', 64486.0]]
534	这是你的吗？	[['Is it yours?', 42344.0]]
535	这是谁的？	[['Whose is this?', 2302.0], ['Whose is it?', 873579.0]]
536	你有东西吃吗？	[['Do you have anything to eat?', 25073.0]]
537	你喜欢一个人吗？	[['Do you like to be alone?', 680161.0]]
538	你喜欢苹果吗？	[['Do you like apples?', 29617.0]]
539	我想今天下午不会下雨。	[["I don't think it'll rain this afternoon.", 1186758.0]]
540	我喜欢中国。	[['I like China.', 1098224.0]]
541	你是我妈妈。	[['You are my mother.', 1097988.0]]
542	今天的天气怎么样？	[['How is the weather today?', 242617.0]]
543	他有一个女儿。	[['He had one daughter.', 322866.0]]
544	我不喜欢。	[["I don't like this.", 55767.0], ["I don't like that.", 1121360.0], ["I don't like it.", 2271878.0]]
545	他是日本人吗？	[['Is he Japanese?', 1123762.0]]
546	他会不会写这个字？	[['Can he write this character?', 57223.0]]
547	不是有一点小吗?	[["Isn't it a bit small?", 619708.0]]
548	你会来，我很高兴。	[["I'm glad that you will come.", 3618398.0]]
549	她是我女儿。	[["She's my daughter.", 724401.0], ['She is my daughter.', 724404.0]]
550	你喜欢这本书吗？	[['Do you like this book?', 1098272.0]]
551	她一个朋友都没有。	[["She doesn't have any friends.", 317270.0]]
552	他喜欢茶。	[['He likes tea.', 1098268.0]]
553	他明天会来。	[['He will come tomorrow.', 304126.0]]
554	我们是好朋友。	[['We are good friends.', 249493.0], ["We're good friends.", 2548495.0]]
555	没有水。	[['There is no water.', 270745.0], ["There's no water.", 1349700.0]]
556	我不会再见他了。	[['I will not see him any more.', 255792.0], ["I won't see him anymore.", 1524231.0]]
557	她不会读书写字。	[["She can't write or read.", 1442138.0]]
558	那个时候，我在家。	[['I was at home then.', 46975.0]]
559	你现在在哪里呢？	[['Where are you now?', 679375.0]]
560	我住在这。	[['I live here.', 444986.0]]
561	你想吃吗？	[['Do you want to eat?', 773323.0]]
562	明天会下雨。	[['Tomorrow it will rain.', 1507036.0]]
563	她叫他坐下。	[['She asked him to sit down.', 316254.0]]
564	我的名字是Ludwig。	[['My name is Ludwig.', 854501.0]]
565	我叫Ludwig。	[['My name is Ludwig.', 854501.0]]
566	爱喜欢爱。	[['Love loves love.', 477374.0]]
567	爱爱爱。	[['Love loves love.', 477374.0]]
568	你没看见那个人吗？	[["Didn't you see the man?", 1538711.0]]
569	我太高兴了！	[["I'm too happy!", 1539551.0]]
570	我昨天买了一本书。	[['I bought a book yesterday.', 244674.0], ['Yesterday I bought a book.', 453344.0], ['Yesterday， I bought a book.', 971763.0]]
571	你是一个好人。	[['You are a good person.', 1545297.0], ["You're a good person.", 2547447.0]]
572	Tom是一个好人。	[['Tom is a good person.', 406600.0], ['Tom is a good guy.', 3434089.0]]
573	我叫Luis。	[['My name is Luis.', 716144.0]]
574	我在医院工作。	[['I work in a hospital.', 455781.0]]
575	你的东西在哪里？	[['Where are your things?', 17110.0]]
576	我的书在哪？	[['Where is my book?', 482303.0], ['Where are my books?', 1495883.0]]
577	你不是学生。	[['You are not a student.', 69165.0]]
578	不是我们。	[["It's not us.", 1693272.0]]
579	她是日本人吗？	[['Is she Japanese?', 1123763.0]]
580	是谁在读？	[['Who is reading?', 869044.0]]
581	Crouch 先生，你在做什么？	[['Mr. Crouch， what are you doing?', 451274.0]]
582	没有。	[['Not in there.', 1724014.0], ['Not here.', 1724015.0], ["I don't have it.", 1724016.0], ["I didn't.", 4008835.0], ["I don't have any.", 4008838.0]]
583	他不在。	[['He is not here.', 1310692.0]]
584	我喜欢那个人。	[['I like that person.', 1256149.0]]
585	这不好。	[["This isn't good.", 1765127.0]]
586	你能看吗？	[['Can you see?', 1553530.0]]
587	我是一个好人。	[["I'm a good guy.", 1225236.0], ["I'm a good person.", 1492934.0], ["I'm a nice guy.", 838729.0], ["I'm a nice dude.", 4296662.0]]
588	我有一个家。	[['I have a home.', 1786134.0]]
589	你认识我吗？	[['Do you know me?', 69295.0], ['Do you know me?', 69295.0]]
590	你是日本学生吗？	[['Are you a Japanese student?', 15870.0]]
591	猫在哪里？	[["Where's the cat?", 1664246.0], ['Where is the cat?', 1851459.0]]
592	我有很多钱。	[['I have a lot of money.', 64579.0]]
593	他没有钱。	[['He had no money.', 289446.0]]
594	这本书是我的。	[['This book is mine.', 516622.0]]
595	他是一个 DJ 。	[["He's a DJ.", 1383444.0], ['He is a DJ.', 288669.0]]
596	你爱谁？	[['Who do you love?', 1568786.0]]
597	我爱我的女儿。	[['I love my daughter.', 1855062.0]]
598	她昨天来看我们。	[['She came to see us yesterday.', 313823.0]]
599	今天我四岁了。	[['Today I turn four years old.', 464254.0], ['Today I am four years old.', 1905091.0]]
600	我会很想你的。	[["I'll miss you very much.", 71629.0]]
601	桌子上的书是谁的？	[['Whose book is this on the desk?', 1263814.0]]
602	我不是你的妈妈。	[["I'm not your mother.", 1943924.0]]
603	我不是你爸爸。	[["I'm not your father.", 1943923.0]]
604	我不是你女儿。	[["I'm not your daughter.", 1943922.0]]
605	我不是你儿子。	[["I'm not your son.", 1943921.0]]
606	上个月没怎么下雨。	[['We had little rain last month.', 272690.0]]
607	我在这里工作。	[['I work here.', 730034.0]]
608	再见。	[['See you later.', 1841588.0]]
609	他有很多书。	[['He has books galore.', 322082.0]]
610	昨天没学生去那。	[['No students went there yesterday.', 244391.0]]
611	谁是 Emily?	[['Who is Emily?', 2064575.0]]
612	他是你的朋友。	[["He's your friend.", 1780049.0]]
613	他喜欢睡觉。	[['He likes sleeping.', 1676741.0]]
614	这是他的飞机。	[['This is his plane.', 2166225.0]]
615	他是个很好的老师。	[['He is a very good teacher.', 770129.0]]
616	你爱上了我吗？	[["You've fallen in love with me?", 2184764.0]]
617	那本书在这里。	[["That book's over here.", 2156685.0], ['The book is here.', 1369202.0]]
618	我怎么了?	[["What'd I do?", 1841536.0]]
619	你的爱好是什么？	[["What's your hobby?", 594511.0], ['What are your hobbies?', 2646222.0], ['What is your hobby?', 6616325.0]]
620	我是猫。	[["I'm a cat.", 2068371.0], ['I am a cat.', 2068388.0]]
621	他在买苹果	[["He's buying apples.", 2210396.0]]
622	她去买东西。	[["She's going out to buy some things.", 2210387.0], ["She's going shopping.", 8960821.0]]
623	这不是爱。	[["This isn't love.", 2233756.0]]
624	爸爸，我爱你！	[['Daddy， I love you!', 2075226.0]]
625	他一个朋友都没有。	[['He does not have any friends.', 879881.0]]
626	他没有朋友。	[["He doesn't have any friends.", 284930.0]]
627	我有一些朋友。	[["I've got a few friends.", 958854.0]]
628	我二十五岁了。	[["I'm twenty-five.", 2296636.0], ["I'm 25 years old.", 957242.0]]
629	你吃了什么？	[['What did you eat?', 1830499.0]]
630	你睡觉了吗？	[['Are you sleeping?', 2244966.0]]
631	我明天不工作。	[["I don't work tomorrow.", 2306419.0]]
632	我昨天没工作。	[["I didn't work yesterday.", 2306428.0]]
633	明天他工作吗？	[['Is he working tomorrow?', 2311274.0]]
634	人呢？	[['Where did he go?', 292031.0], ['Where did they go?', 1515586.0], ['Where is the person?', 6608393.0]]
635	我学习汉语。	[['I am learning Chinese.', 1661129.0], ["I'm learning Chinese.", 2116405.0]]
636	你妈妈在家吗？	[['Is your mum at home?', 2345890.0]]
637	书在桌子上。	[['The book is on the table.', 2163151.0]]
638	这是我的电脑。	[['This is my computer.', 2346862.0]]
639	她爱的是你，不是我。	[["It's you that she loves， not me.", 308175.0]]
640	你睡觉吗？	[['Are you sleeping?', 2244966.0]]
641	我在听。	[["I'm listening.", 1891022.0]]
642	我不高兴看电视。	[["I don't feel like watching TV.", 1495781.0]]
643	那有什么不好？	[["What's wrong with that?", 1886675.0]]
644	我是医生。	[["I'm a doctor.", 256018.0], ['I am a doctor.', 436293.0]]
645	我爱你！	[['I love you!', 2365642.0]]
646	她上个月不在。	[["She wasn't there last month.", 1977707.0]]
647	她想我来。	[['She wanted me to come.', 314270.0]]
648	我很喜欢猫。	[['I like cats very much.', 2409622.0]]
649	有人认识他吗？	[['Does anybody know him?', 276382.0]]
650	这没什么大不了的。	[["It's no big deal.", 532854.0]]
651	狗在叫。	[['The dog is barking.', 1662194.0]]
652	狗不会叫。	[["The dog couldn't bark.", 2489590.0]]
653	狗叫了吗？	[['Did the dog bark?', 2509656.0]]
654	这是他不喜欢的。	[['This is not to his liking.', 2259701.0]]
655	我不是医生。	[["I'm not a doctor.", 1194034.0]]
656	那里太多人了。	[['There are too many people there.', 2682236.0]]
657	我去了医院。	[['I went to the hospital.', 2661742.0]]
658	我昨天去学校。	[['I went to school yesterday.', 257759.0]]
659	我喜欢他。	[['I like him.', 283629.0]]
660	那我呢?	[['What about me?', 2549675.0]]
661	谢谢！	[['Thank you!', 374827.0], ['Thanks!', 448645.0], ['Ta!', 8789051.0], ['Thanks!', 448645.0], ["'Ppreciate it!", 4680078.0]]
662	你是什么时候来的？	[['When did you get here?', 954601.0]]
663	这个菜是怎么做的？	[['How is this dish made?', 2737470.0]]
664	我是上个月来的北京。	[['I came to Beijing last month.', 2737465.0]]
665	我在吃什么？	[['What am I eating?', 2771789.0]]
666	猫在哪里睡觉？	[['Where is the cat sleeping?', 2771787.0]]
667	我在。	[['I am here.', 2778806.0], ['I was here.', 5828905.0], ["I'm here.", 2111726.0]]
668	这是一家好医院。	[['This is a good hospital.', 2779127.0]]
669	这些是我的书。	[['These are my books.', 55021.0]]
670	我想去学校。	[['I want to go to school.', 2714993.0]]
671	Tom 在说话。	[['Tom is talking.', 2236872.0]]
672	猫在椅子上睡觉。	[['The cat sleeps on the chair.', 2827060.0], ['The cat is sleeping on the chair.', 282051.0]]
673	Tom不喜欢Mary。	[["Tom didn't like Mary.", 1029286.0]]
674	有没有人认识Florence？	[['Anybody knows who Florence is?', 1869300.0]]
675	Tom上飞机了。	[['Tom got on the airplane.', 2545813.0]]
676	我喜欢这个。	[['I like this one.', 436761.0]]
677	我不是医生，我是老师。	[["I'm not a doctor， but a teacher.", 1300825.0]]
678	我高兴你喜欢我的朋友。	[["I'm glad you liked my friends.", 2542455.0]]
